YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
1981//4//21,111,05::01:07,18::50:50,11::55:46,9.613,18.547,6.345,2.862,3.592,2.991,5.144,2.777,2.753,4.41,6.75,23.,1.0236,0.4621,3.7800000000000002,1.0921,-
1981//4//22,112,04::59:50,18::52:28,11::55:34,9.674,18.565,3.919,2.939,0.629,11.065,0.886,8.382,3.29,4.413,12.33,24.37,0.4817,0.7304,2.9033,0.6954,-
1981//4//23,113,04::58:01,18::53:53,11::55:23,9.736,18.708000000000002,5.992,2.918,5.079,2.822,7.623,2.684,0.913,9.01,10.370000000000001,33.37,1.0521,0.6809000000000001,3.0329,0.5657,-
1981//4//24,114,04::56:05,18::54:50,11::55:12,9.796,18.741,6.432,2.858,3.481,3.361,4.946,2.967,2.951,4.285,9.68,20.84,0.0936,0.5996,3.0584000000000002,0.539,-
1981//4//25,115,04::54:50,18::56:02,11::55:01,9.856,18.759,5.5360000000000005,2.882,2.564,3.731,4.1610000000000005,3.109,2.973,4.499,2.93,21.330000000000002,0.15480000000000002,1.1875,2.9586,0.6245,-
1981//4//26,116,04::53:06,18::57:43,11::54:51,9.915000000000001,18.788,3.649,2.914,0.306,18.121,0.642,9.257,3.343,4.385,10.76,20.26,-0.3219,1.4431,3.7226000000000004,1.3747,-
1981//4//27,117,04::51:10,18::59:00,11::54:42,9.973,18.933,4.3100000000000005,2.931,0.809,6.2860000000000005,1.025,5.237,3.501,4.481,5.28,21.53,-1.0185,1.6801000000000001,4.0031,1.1458000000000002,-
1981//4//28,118,04::49:58,18::59:59,11::54:33,10.03,18.949,4.864,2.9010000000000002,1.188,6.373,1.68,5.005,3.6750000000000003,4.339,10.66,27.11,0.3034,0.6715,3.1420000000000003,0.4723,-
1981//4//29,119,04::48:23,19::01:14,11::54:25,10.086,18.975,6.105,2.858,2.888,3.459,4.532,2.915,3.217,4.319,13.3,32.2,0.3986,0.6513,2.9181000000000004,0.5595,-
1981//4//30,120,04::46:20,19::02:55,11::54:17,10.142,18.985,6.801,2.85,4.875,3.0020000000000002,7.61,2.68,1.927,5.2170000000000005,11.84,36.21,0.6741,0.6927,2.7518000000000002,0.5208,-
1981//5//1,121,04::45:15,19::04:07,11::54:10,10.196,19.136,6.258,2.864,2.8890000000000002,3.396,4.328,2.944,3.369,4.448,11.35,24.47,0.5694,0.6595000000000001,2.9341,0.3698,-
1981//5//2,122,04::43:51,19::05:06,11::54:03,10.25,19.158,7.575,2.837,5.824,2.8120000000000003,9.362,2.576,1.7510000000000001,5.619,7.43,21.23,-0.3161,0.7322000000000001,3.0453,0.48760000000000003,-
1981//5//3,123,04::41:56,19::06:22,11::53:57,10.303,19.178,7.097,2.842,4.882,2.855,7.431,2.649,2.215,4.881,5.96,22.51,-0.4026,1.0241,2.9239,0.5343,-
1981//5//4,124,04::40:39,19::08:03,11::53:51,10.355,19.21,7.7170000000000005,2.843,6.058,2.766,9.353,2.624,1.659,5.781,7.04,20.26,-0.0845,0.8606,3.0511000000000004,0.49460000000000004,-
1981//5//5,125,04::39:28,19::09:11,11::53:46,10.406,19.338,4.523,2.9370000000000003,2.348,4.128,3.782,3.323,2.1750000000000003,5.469,5.47,17.71,-0.7589,0.8261000000000001,2.9623,0.6352,-
1981//5//6,126,04::37:50,19::10:10,11::53:41,10.456,19.365000000000002,5.551,2.852,3.1310000000000002,3.689,5.206,3.0260000000000002,2.42,4.913,2.83,19.96,-0.8842000000000001,0.8785000000000001,2.9678,0.5797,-
1981//5//7,127,04::36:10,19::11:25,11::53:37,10.506,19.392,6.659,2.847,2.976,3.597,4.659,3.005,3.6830000000000003,4.351,8.41,20.06,-0.5169,0.892,3.0606,0.6897,-
1981//5//8,128,04::35:11,19::13:04,11::53:34,10.554,19.405,7.8180000000000005,2.831,6.6000000000000005,2.753,10.284,2.578,1.218,7.621,5.7700000000000005,25.54,0.3252,0.9237000000000001,3.1261,0.5455,-
1981//5//9,129,04::33:57,19::14:11,11::53:31,10.601,19.535,6.348,2.852,2.696,4.1290000000000004,3.871,3.5060000000000002,3.6510000000000002,4.359,9.19,25.93,0.19,0.5237,2.83,0.25830000000000003,-
1981//5//10,130,04::32:15,19::15:08,11::53:29,10.648,19.558,6.969,2.858,4.175,3.266,5.9590000000000005,2.904,2.794,4.472,10.27,24.37,-0.5615,0.4937,2.8308,0.37220000000000003,-
1981//5//11,131,04::30:58,19::16:21,11::53:27,10.693,19.583000000000002,6.315,2.849,3.5660000000000003,3.625,5.647,3.094,2.75,4.686,6.16,22.61,-0.11750000000000001,1.2192,2.9017,0.7104,-
1981//5//12,132,04::30:01,19::17:57,11::53:26,10.737,19.595,7.758,2.843,5.766,2.931,8.456,2.705,1.992,5.099,6.3500000000000005,25.25,-0.1574,0.8301000000000001,3.0441000000000003,0.743,-
1981//5//13,133,04::28:51,19::19:05,11::53:25,10.781,19.723,4.152,2.882,0.36,19.534,0.704,10.352,3.7920000000000003,4.29,4.49,26.13,-0.07390000000000001,1.0511000000000001,2.9579,0.6354000000000001,-
1981//5//14,134,04::27:17,19::20:00,11::53:25,10.823,19.744,2.055,3.082,0.046,148.592,0.17300000000000001,40.762,2.009,5.424,9.98,18.490000000000002,0.5971000000000001,0.7230000000000001,3.0548,0.6837000000000001,-
1981//5//15,135,04::26:03,19::21:07,11::53:26,10.865,19.768,6.705,2.842,4.33,3.27,6.941,2.828,2.375,5.235,5.86,19.86,-0.3441,0.9296000000000001,3.0263,0.9067000000000001,-
1981//5//16,136,04::25:12,19::22:38,11::53:27,10.905,19.778,7.44,2.85,4.913,2.994,7.273000000000001,2.823,2.527,4.855,8.31,24.17,-0.4917,1.8727,3.0981,1.4459,-
1981//5//17,137,04::24:13,19::23:54,11::53:28,10.944,19.902,6.288,2.841,3.638,3.5700000000000003,5.496,3.0580000000000003,2.65,4.787,4.2,25.740000000000002,-0.043000000000000003,1.2608000000000001,2.7337000000000002,0.9455,-
1981//5//18,138,04::22:58,19::24:43,11::53:31,10.983,19.922,3.914,2.992,0.9520000000000001,7.869,1.164,6.8340000000000005,2.962,4.945,11.84,24.95,0.9288000000000001,1.0435,3.1365000000000003,0.9908,-
1981//5//19,139,04::21:34,19::25:42,11::53:34,11.02,19.924,5.625,2.872,1.73,5.793,2.44,4.505,3.896,4.298,12.33,25.740000000000002,0.9569000000000001,0.6088,2.9569,0.4923,-
1981//5//20,140,04::20:46,19::26:59,11::53:37,11.056000000000001,19.954,5.694,2.916,1.627,4.974,2.243,4.17,4.067,4.439,13.6,26.62,1.241,0.2215,2.8124000000000002,0.26480000000000004,-
1981//5//21,141,04::20:00,19::28:26,11::53:41,11.091000000000001,19.963,7.8100000000000005,2.853,5.891,2.936,8.109,2.7880000000000003,1.919,5.2010000000000005,11.93,24.86,0.033,0.43960000000000005,2.8382,0.29700000000000004,-
1981//5//22,142,04::19:08,19::29:17,11::53:45,11.125,20.085,8.074,2.834,6.183,2.815,9.656,2.611,1.8900000000000001,5.614,9.290000000000001,27.400000000000002,-0.5464,0.8190000000000001,2.8798000000000004,0.8012,-
1981//5//23,143,04::18:05,19::30:07,11::53:50,11.158,20.101,7.946,2.836,6.284,2.754,9.363,2.594,1.6620000000000001,6.072,6.94,32.49,0.8115,1.1945000000000001,2.9202000000000004,0.8006000000000001,-
1981//5//24,144,04::16:53,19::31:08,11::53:56,11.19,20.106,4.833,2.878,1.5090000000000001,6.384,2.629,4.495,3.3240000000000003,4.5120000000000005,16.73,29.560000000000002,1.2865,0.5528000000000001,2.8204000000000002,0.6471,-
1981//5//25,145,04::16:03,19::32:27,11::54:01,11.22,20.131,7.01,2.868,3.951,3.415,5.862,3.0060000000000002,3.059,4.586,12.91,24.86,0.4479,1.2463,2.8215000000000003,0.3905,-
1981//5//26,146,04::15:28,19::33:43,11::54:08,11.25,20.136,8.141,2.831,5.865,2.861,8.81,2.613,2.2760000000000002,4.805,7.92,27.990000000000002,-0.633,0.9223,2.6413,0.6696000000000001,-
1981//5//27,147,04::14:51,19::34:24,11::54:15,11.278,20.253,7.769,2.876,5.218,3.055,7.62,2.734,2.551,4.665,10.96,30.63,0.1213,0.6301,2.8863000000000003,0.6272,-
1981//5//28,148,04::14:10,19::35:10,11::54:22,11.305,20.262,7.954,2.839,5.883,2.9210000000000003,8.639,2.6470000000000002,2.072,5.089,9.290000000000001,32.1,-0.5355,0.7568,2.3909000000000002,0.7131000000000001,-
1981//5//29,149,04::13:24,19::36:04,11::54:30,11.332,20.272000000000002,7.256,2.854,4.16,3.212,5.729,2.843,3.096,4.438,11.25,33.37,0.3498,0.7557,2.7014,0.4368,-
1981//5//30,150,04::12:28,19::37:12,11::54:38,11.357000000000001,20.285,4.812,2.89,1.729,5.508,3.0180000000000002,3.872,3.082,4.625,14.19,27.7,0.059300000000000005,0.7411,2.9295,0.4294,-
1981//5//31,151,04::11:41,19::38:22,11::54:47,11.38,20.279,8.364,2.839,6.62,2.857,9.679,2.63,1.745,5.781,9.58,27.7,-0.8926000000000001,0.6489,2.8640000000000003,0.8796,-
1981//6//1,152,04::11:06,19::39:07,11::54:56,11.403,20.413,-,-,-,-,-,-,-,-,6.0600000000000005,16.830000000000002,-1.345,0.627,2.7510000000000003,0.9943000000000001,-
1981//6//2,153,04::10:44,19::39:44,11::55:06,11.425,20.416,-,-,-,-,-,-,-,-,15.07,27.400000000000002,0.1595,0.5882000000000001,2.94,0.6926,-
1981//6//3,154,04::10:21,19::40:25,11::55:15,11.445,20.418,6.678,2.848,3.426,3.3280000000000003,4.319,3.109,3.2520000000000002,4.454,14.870000000000001,28.68,-0.24050000000000002,1.0194,3.1432,0.5349,-
1981//6//4,155,04::09:58,19::41:13,11::55:26,11.464,20.42,3.724,2.9130000000000003,0.433,13.384,0.547,10.934000000000001,3.291,4.578,16.05,25.54,-0.3593,1.1726,3.3045,0.8787,-
1981//6//5,156,04::09:36,19::42:11,11::55:36,11.482000000000001,20.423000000000002,6.037,2.9130000000000003,3.055,3.5220000000000002,4.154,3.174,2.982,4.985,12.33,31.71,0.45030000000000003,1.2022000000000002,2.9067000000000003,0.6048,-
1981//6//6,157,04::09:14,19::43:09,11::55:47,11.499,20.426000000000002,4.647,2.884,0.558,13.511000000000001,0.654,11.72,4.09,4.361,12.620000000000001,22.51,0.3292,1.1073,2.9885,0.3225,-
1981//6//7,158,04::08:52,19::43:53,11::55:58,11.514000000000001,20.538,2.129,3.027,0.006,671.6,0.01,412.44100000000003,2.123,5.198,9.58,15.46,0.1676,1.2256,2.8792,0.4239,-
1981//6//8,159,04::08:30,19::44:21,11::56:10,11.529,20.541,4.54,2.927,2.343,4.2940000000000005,3.62,3.605,2.198,5.55,12.23,21.53,0.8171,0.4418,2.8997,0.3191,-
1981//6//9,160,04::08:10,19::44:50,11::56:21,11.542,20.544,7.308,2.84,3.975,3.355,5.744,2.94,3.332,4.5040000000000004,12.42,25.44,0.51,0.5755,2.8738,0.5959,-
1981//6//10,161,04::07:51,19::45:21,11::56:33,11.554,20.546,7.1610000000000005,2.843,3.646,3.579,5.096,3.152,3.515,4.3790000000000004,13.01,25.54,0.6511,0.5114000000000001,2.9932000000000003,0.7759,-
1981//6//11,162,04::07:34,19::45:54,11::56:45,11.565,20.548000000000002,7.618,2.836,4.651,3.111,7.082,2.7520000000000002,2.968,4.688,8.41,25.93,0.0476,1.0171000000000001,2.9286000000000003,0.49870000000000003,-
1981//6//12,163,04::07:21,19::46:29,11::56:58,11.575000000000001,20.545,6.773000000000001,2.854,3.302,3.8080000000000003,4.638,3.419,3.471,4.533,11.05,22.02,-0.0543,0.5936,2.6778,0.28950000000000004,-
1981//6//13,164,04::07:13,19::47:09,11::57:10,11.583,20.541,8.745000000000001,2.834,7.048,2.779,10.551,2.609,1.698,5.801,9.58,22.12,-0.44170000000000004,0.6438,2.8480000000000003,0.41240000000000004,-
1981//6//14,165,04::07:07,19::47:48,11::57:23,11.59,20.537,7.836,2.838,5.375,3.129,7.469,2.851,2.462,4.793,12.620000000000001,25.64,0.1814,0.676,2.8931,0.22510000000000002,-
1981//6//15,166,04::07:05,19::48:20,11::57:36,11.596,20.533,8.221,2.838,5.7540000000000004,2.888,8.069,2.722,2.467,5.1080000000000005,10.17,29.75,0.08660000000000001,0.9172,2.6531000000000002,0.3655,-
1981//6//16,167,04::07:05,19::48:48,11::57:49,11.601,20.529,4.7170000000000005,2.8970000000000002,2.291,4.537,3.841,3.555,2.426,5.178,12.42,23.19,0.15460000000000002,0.754,2.94,0.406,-
1981//6//17,168,04::07:09,19::49:02,11::58:02,11.604000000000001,20.636,8.563,2.832,6.438,2.8000000000000003,9.046,2.6350000000000002,2.126,4.844,10.370000000000001,24.66,-0.1163,0.999,2.7569000000000004,0.6081,-
1981//6//18,169,04::07:15,19::49:16,11::58:15,11.607000000000001,20.632,2.7880000000000003,2.962,0.063,85.229,0.133,40.788000000000004,2.725,4.581,14.77,21.63,0.6029,1.3593000000000002,3.2171000000000003,0.4627,-
1981//6//19,170,04::07:24,19::49:28,11::58:28,11.608,20.629,7.4030000000000005,2.838,4.8020000000000005,3.219,6.9030000000000005,2.907,2.601,4.9830000000000005,16.240000000000002,28.97,0.8883000000000001,0.89,2.8943000000000003,0.4505,-
1981//6//20,171,04::07:38,19::49:39,11::58:41,11.608,20.623,5.042,2.858,0.451,19.547,0.621,14.934000000000001,4.59,4.1850000000000005,13.6,24.47,-0.3749,0.33180000000000004,2.676,0.4067,-
1981//6//21,172,04::07:55,19::49:49,11::58:54,11.607000000000001,20.614,6.0600000000000005,2.856,3.083,3.75,4.631,3.262,2.978,4.635,12.620000000000001,23.78,0.3315,0.8146,2.9232,0.3607,-
1981//6//22,173,04::08:14,19::49:57,11::59:07,11.604000000000001,20.605,3.927,2.882,1.213,7.966,2.317,5.006,2.714,4.707,13.4,26.42,-0.0882,0.8762000000000001,2.7582,0.41750000000000004,-
1981//6//23,174,04::08:34,19::50:04,11::59:20,11.6,20.595,8.77,2.828,7.724,2.73,11.865,2.563,1.045,9.127,10.96,29.07,-0.66,0.387,2.7221,0.5276000000000001,-
1981//6//24,175,04::08:55,19::50:08,11::59:33,11.595,20.586000000000002,8.862,2.828,7.905,2.735,12.268,2.567,0.9570000000000001,10.018,7.43,32.1,0.0521,0.8528,2.8415,0.5918,-
1981//6//25,176,04::09:16,19::50:11,11::59:45,11.589,20.576,-,-,-,-,-,-,-,-,9.78,37.29,0.6151,0.8538,2.5957000000000003,0.5202,-
1981//6//26,177,04::09:38,19::50:12,11::59:58,11.582,20.567,8.624,2.832,7.239,2.771,10.844,2.581,1.385,6.993,15.65,30.63,-0.198,0.47940000000000005,2.6197,0.5348,-
1981//6//27,178,04::09:59,19::50:10,12::00:10,11.573,20.557000000000002,8.423,2.831,6.546,2.795,10.107000000000001,2.581,1.877,5.684,12.13,29.46,-0.7778,0.45180000000000003,2.6328,0.5586,-
1981//6//28,179,04::10:21,19::50:07,12::00:23,11.563,20.548000000000002,8.442,2.826,6.514,2.7600000000000002,10.254,2.572,1.927,5.708,9.,31.61,-0.5664,0.9369000000000001,2.3206,0.6266,-
1981//6//29,180,04::10:42,19::50:01,12::00:35,11.552,20.539,8.555,2.85,7.46,2.757,11.424,2.599,1.095,8.755,10.76,37.29,-0.2761,1.2552,2.3536,1.0348,-
1981//6//30,181,04::11:04,19::49:54,12::00:47,11.540000000000001,20.53,7.633,2.832,6.125,2.9130000000000003,8.766,2.6750000000000003,1.508,6.589,15.36,32.88,-0.2894,0.7047,2.4542,0.45220000000000005,-
1981//7//1,182,04::11:36,19::49:45,12::00:58,11.527000000000001,20.498,8.569,2.824,7.364,2.693,11.314,2.5580000000000003,1.205,6.788,11.84,29.560000000000002,-0.26330000000000003,1.0145,2.3758,0.7548,-
1981//7//2,183,04::12:20,19::49:34,12::01:10,11.513,20.498,8.678,2.83,7.649,2.707,11.663,2.58,1.029,8.028,8.21,36.410000000000004,-0.0281,0.7223,2.2549,0.7603000000000001,-
1981//7//3,184,04::13:11,19::49:22,12::01:21,11.497,20.482,8.526,2.854,7.412,2.706,11.346,2.566,1.114,7.439,9.78,41.4,0.2795,1.0490000000000002,2.4989,0.9802000000000001,-
1981//7//4,185,04::13:56,19::49:09,12::01:31,11.48,20.465,7.702,2.836,5.694,2.884,8.097,2.722,2.008,5.005,17.81,44.83,0.6176,1.1707,2.2989,0.8597,-
1981//7//5,186,04::14:36,19::48:54,12::01:42,11.462,20.451,2.852,2.961,0.187,29.065,0.269,21.619,2.665,4.824,17.42,28.38,1.7644000000000002,0.8420000000000001,2.6905,0.6523,-
1981//7//6,187,04::15:12,19::48:34,12::01:52,11.443,20.329,2.088,3.023,0.094,52.114000000000004,0.183,27.326,1.995,5.107,12.82,18.2,1.121,0.6164000000000001,2.5869,0.3815,-
1981//7//7,188,04::15:45,19::48:01,12::02:02,11.422,20.317,8.274000000000001,2.832,6.015000000000001,2.833,8.806000000000001,2.638,2.2600000000000002,4.66,10.86,22.31,-0.4667,0.6418,2.3095000000000003,0.4161,-
1981//7//8,189,04::16:16,19::47:25,12::02:11,11.401,20.28,8.599,2.828,7.66,2.696,11.81,2.572,0.9390000000000001,8.752,5.37,29.46,-0.7275,1.0319,2.0275000000000003,0.7359,-
1981//7//9,190,04::17:15,19::46:42,12::02:20,11.379,20.28,8.125,2.831,6.847,2.741,9.946,2.614,1.2790000000000001,6.393,11.44,30.93,0.8156,0.6707000000000001,2.4861,0.5684,-
1981//7//10,191,04::18:21,19::46:04,12::02:28,11.355,20.262,8.425,2.832,6.934,2.735,10.297,2.595,1.491,5.618,12.82,24.560000000000002,-0.3312,0.4722,2.4076,0.31980000000000003,-
1981//7//11,192,04::19:17,19::45:29,12::02:36,11.33,20.244,8.315,2.852,6.821,2.745,10.451,2.586,1.494,5.667,8.61,27.400000000000002,-0.8091,0.5591,2.1593,0.5762,-
1981//7//12,193,04::20:03,19::44:56,12::02:44,11.304,20.228,7.65,2.856,6.15,2.731,8.609,2.6270000000000002,1.5,5.541,10.07,32.3,0.5602,1.0877000000000001,2.3933,0.7110000000000001,-
1981//7//13,194,04::20:43,19::44:25,12::02:51,11.277000000000001,20.215,8.19,2.827,6.362,2.75,9.803,2.588,1.828,5.146,14.280000000000001,24.86,0.0526,0.784,2.4584,0.4954,-
1981//7//14,195,04::21:24,19::43:55,12::02:58,11.249,20.178,8.219,2.826,6.92,2.701,10.69,2.557,1.298,6.239,9.49,34.06,-0.2104,0.6098,2.4791000000000003,0.4884,-
1981//7//15,196,04::22:35,19::43:11,12::03:04,11.22,20.068,8.288,2.825,7.17,2.709,11.072000000000001,2.569,1.118,7.198,10.47,37.,0.8238000000000001,1.2930000000000001,2.7831,0.788,-
1981//7//16,197,04::23:48,19::42:09,12::03:10,11.189,20.044,8.102,2.826,6.8020000000000005,2.723,10.367,2.571,1.299,6.195,11.64,38.17,-0.26380000000000003,1.3341,2.0940000000000003,0.7114,-
1981//7//17,198,04::24:45,19::41:08,12::03:15,11.158,20.025000000000002,8.034,2.827,6.602,2.734,10.155,2.569,1.433,5.7090000000000005,13.790000000000001,39.64,0.3981,1.1337000000000002,2.4711000000000003,0.9372,-
1981//7//18,199,04::25:33,19::40:18,12::03:19,11.125,20.01,8.037,2.828,6.476,2.7560000000000002,9.691,2.597,1.56,5.268,18.89,33.96,0.2477,0.2626,2.4972000000000003,0.24810000000000001,-
1981//7//19,200,04::26:14,19::39:34,12::03:23,11.092,19.97,8.112,2.827,6.753,2.713,10.399000000000001,2.563,1.359,5.922,18.490000000000002,34.84,0.1143,0.4343,2.539,0.38420000000000004,-
1981//7//20,201,04::27:29,19::38:55,12::03:27,11.057,19.973,-,-,-,-,-,-,-,-,17.42,23.68,-0.1004,0.39640000000000003,2.47,0.3266,-
1981//7//21,202,04::28:51,19::37:54,12::03:30,11.022,19.837,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//7//22,203,04::29:52,19::36:34,12::03:32,10.985,19.818,-,-,-,-,-,-,-,-,20.06,33.77,-0.158,0.3622,2.5180000000000002,0.329,-
1981//7//23,204,04::30:42,19::35:29,12::03:34,10.948,19.803,8.011000000000001,2.827,6.471,2.727,9.883000000000001,2.573,1.54,5.315,17.12,32.3,0.1125,0.4274,2.5296000000000003,0.2691,-
1981//7//24,205,04::31:33,19::34:36,12::03:35,10.909,19.767,7.68,2.834,5.972,2.753,8.999,2.61,1.708,5.033,16.44,35.92,-0.050800000000000005,0.8756,2.2406,0.8917,-
1981//7//25,206,04::33:00,19::33:49,12::03:36,10.870000000000001,19.76,7.655,2.827,6.128,2.77,9.392,2.583,1.528,5.42,16.73,36.800000000000004,0.2632,1.3215000000000001,2.2791,0.9461,-
1981//7//26,207,04::34:17,19::32:33,12::03:36,10.829,19.626,7.827,2.829,6.828,2.719,10.77,2.571,1.,7.92,13.99,37.68,0.1854,0.668,2.1752000000000002,0.681,-
1981//7//27,208,04::35:16,19::31:04,12::03:35,10.788,19.608,-,-,-,-,-,-,-,-,14.68,32.88,0.605,0.6993,2.3229,0.6886,-
1981//7//28,209,04::36:05,19::29:57,12::03:34,10.745000000000001,19.595,-,-,-,-,-,-,-,-,18.490000000000002,34.35,-0.14070000000000002,0.2791,2.4285,0.3294,-
1981//7//29,210,04::37:19,19::29:02,12::03:32,10.702,19.568,7.98,2.826,6.692,2.71,10.562,2.557,1.288,6.142,15.36,26.03,-0.3739,0.3592,2.5489,0.3381,-
1981//7//30,211,04::38:49,19::27:48,12::03:30,10.657,19.434,7.809,2.822,6.809,2.684,10.853,2.5460000000000003,1.,7.622,11.540000000000001,32.1,-0.1575,0.6212,2.5347,0.4556,-
1981//7//31,212,04::39:56,19::26:09,12::03:27,10.612,19.414,7.753,2.82,6.771,2.714,10.798,2.574,0.982,7.772,11.44,35.72,-0.1573,0.7986000000000001,2.3771,0.7134,-
1981//8//1,213,04::40:50,19::24:56,12::03:23,10.566,19.399,7.735,2.8000000000000003,6.644,2.5300000000000002,10.266,2.5300000000000002,1.091,3.7760000000000002,15.46,37.68,0.2049,0.8197,2.6432,0.6212,-
1981//8//2,214,04::41:53,19::23:56,12::03:19,10.519,19.368000000000002,7.439,2.8000000000000003,5.723,2.5300000000000002,8.548,2.5300000000000002,1.716,3.773,17.32,34.160000000000004,0.3252,0.5452,2.5654,0.40130000000000005,-
1981//8//3,215,04::43:28,19::22:30,12::03:14,10.471,19.242,7.5680000000000005,2.8000000000000003,6.212,2.5300000000000002,9.567,2.5300000000000002,1.356,3.774,16.05,30.34,0.33380000000000004,0.4338,2.5661,0.3111,-
1981//8//4,216,04::44:42,19::20:46,12::03:09,10.422,19.22,7.4590000000000005,2.8000000000000003,6.151,2.5300000000000002,9.712,2.5300000000000002,1.308,3.774,15.75,32.4,-0.049,0.9307000000000001,2.2105,0.8493,-
1981//8//5,217,04::45:40,19::19:33,12::03:03,10.372,19.204,-,-,-,-,-,-,-,-,12.13,31.61,0.6281,0.9456,2.3097000000000003,0.7711,-
1981//8//6,218,04::46:36,19::18:29,12::02:56,10.322000000000001,19.059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//7,219,04::48:13,19::16:34,12::02:49,10.27,19.049,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//8,220,04::49:32,19::15:04,12::02:41,10.218,19.026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//9,221,04::50:33,19::13:56,12::02:33,10.165000000000001,19.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//10,222,04::51:25,19::12:14,12::02:24,10.111,18.863,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//11,223,04::53:03,19::10:27,12::02:14,10.056000000000001,18.857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//12,224,04::54:26,19::09:11,12::02:04,10.001,18.833000000000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//13,225,04::55:28,19::07:39,12::01:53,9.945,18.707,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//14,226,04::56:20,19::05:40,12::01:42,9.888,18.669,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//15,227,04::57:56,19::04:18,12::01:30,9.83,18.666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//16,228,04::59:21,19::02:49,12::01:18,9.772,18.531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//17,229,05::00:25,19::00:44,12::01:05,9.712,18.515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//18,230,05::01:17,18::59:19,12::00:52,9.653,18.502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//19,231,05::02:50,18::57:46,12::00:38,9.592,18.365000000000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//20,232,05::04:18,18::55:39,12::00:24,9.531,18.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//21,233,05::05:23,18::54:13,12::00:09,9.469,18.324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//22,234,05::06:16,18::52:31,11::59:54,9.406,18.201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//23,235,05::07:46,18::50:25,11::59:39,9.343,18.175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//24,236,05::09:15,18::49:01,11::59:22,9.279,18.150000000000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//25,237,05::10:21,18::47:03,11::59:06,9.215,18.023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//26,238,05::11:14,18::45:06,11::58:49,9.15,18.012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//27,239,05::12:42,18::43:44,11::58:32,9.084,17.987000000000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//28,240,05::14:12,18::41:28,11::58:14,9.018,17.851,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//29,241,05::15:18,18::39:42,11::57:56,8.952,17.835,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//30,242,05::16:12,18::38:14,11::57:38,8.884,17.712,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//8//31,243,05::17:37,18::35:52,11::57:19,8.817,17.689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//1,244,05::19:09,18::34:16,11::57:00,8.748,17.663,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//2,245,05::20:16,18::32:28,11::56:41,8.68,17.536,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//3,246,05::21:10,18::30:16,11::56:22,8.611,17.524,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//4,247,05::22:31,18::28:49,11::56:02,8.541,17.503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//5,248,05::24:05,18::26:31,11::55:42,8.471,17.365000000000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//6,249,05::25:13,18::24:41,11::55:22,8.4,17.349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
