Time_Zone_(+East):,-8.,Sample Method:,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,-,-,-,-,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,5,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,m/s,m/s,m/s,m/s,C,C,C,C
Years:,2007-2014,Column Notes:,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MM/YY,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
06//17,168,-,8.013,8.928,8.54725,8.579,8.233,9.224,8.793625,8.8795,5.648,7.7860000000000005,6.930375000000001,7.115500000000001,7.891,11.834,10.271125,10.4545,0.913,2.665,1.6167500000000001,1.5115,9.689,37.733000000000004,32.526625,36.0985,93.061,112.58,104.196375,107.892,0.49868055555555557,1.0436805555555557,0.6839930555555556,0.5999652777777779,5.3500000000000005,14.39,8.790000000000001,8.35
06//18,169,-,4.057,9.002,7.7435,8.696000000000002,4.274,9.175,7.959625,8.876000000000001,0.459,8.152000000000001,6.089625,7.7325,0.926,12.377,9.071625,11.614,0.85,3.599,1.65375,1.029,13.358,37.451,31.792875,36.5075,48.771,111.369,95.041875,106.1645,0.3971875,1.2500694444444447,0.7033246527777779,0.6640972222222223,5.2700000000000005,13.61,8.93,8.97
06//19,170,-,5.007,8.792,7.572125,8.2055,5.32,9.198,7.880625,8.461,1.052,7.686,5.593625,6.5015,1.555,11.553,7.795375,8.595,0.8300000000000001,3.954,1.978375,1.7040000000000002,19.158,37.262,31.47025,34.439,62.171,109.769,93.87825000000001,102.1375,0.40142361111111113,1.0028472222222224,0.7151085069444445,0.7251736111111111,7.34,13.540000000000001,10.06125,10.015
06//20,171,-,2.7520000000000002,9.094,7.772125,8.475999999999999,2.825,9.625,8.008000000000001,8.5885,0.0,8.26,6.094,7.0015,0.0,12.532,8.8945,9.879999999999999,0.777,2.7520000000000002,1.6780000000000002,1.509,6.783,38.109,31.725625,34.7255,33.457,108.717,94.001,102.009,0.41399305555555554,0.8741666666666668,0.6302864583333333,0.6362847222222222,5.38,12.26,9.35625,9.445
06//21,172,-,7.375,8.88,8.56925,8.703,7.708,9.307,8.7865,8.8755,3.944,8.072000000000001,6.970875,7.564,5.593,12.277000000000001,10.439,11.060500000000001,0.808,3.431,1.598375,1.2025000000000001,31.161,37.729,35.438125,35.968,91.377,110.47800000000001,102.90712500000001,105.2035,0.314375,0.9111805555555554,0.6308463541666667,0.5739583333333333,6.0,11.09,8.4975,8.695
06//22,173,-,4.873,8.733,7.685,8.26,4.933,9.142,7.949625,8.276,1.6420000000000001,7.47,5.725875,6.5535000000000005,3.236,11.176,8.25375,8.7805,0.9560000000000001,3.387,1.959,1.7065000000000001,15.842,37.77,31.388375,33.928,55.255,111.552,95.03150000000001,99.992,0.44739583333333344,0.8096875,0.6251562500000001,0.6492881944444444,4.94,12.76,9.686250000000001,10.175
06//23,174,-,2.922,8.674,7.040625,8.1065,3.016,8.939,7.300125,8.4515,0.09,7.658,4.740375,6.05,0.14400000000000002,11.462,6.867875,8.326,1.016,3.5660000000000003,2.300125,2.056,7.898000000000001,36.502,28.378500000000003,34.0175,34.363,109.354,87.22525,99.20150000000001,0.35715277777777776,1.0280902777777778,0.6434722222222222,0.5726215277777779,7.5,13.950000000000001,9.75375,8.835
06//24,175,-,3.242,8.938,7.530875,8.314499999999999,3.105,9.456,7.815625,8.7105,0.03,7.907,5.678625,6.933,0.043000000000000003,12.007,8.2985,10.064,0.916,3.36,1.852125,1.3820000000000001,9.345,38.015,30.76275,34.7645,38.273,112.98100000000001,93.33000000000001,104.4475,0.3293055555555556,0.9580902777777778,0.6281380208333334,0.59265625,5.61,12.42,9.2125,9.27
06//25,176,-,2.444,8.917,6.905625,8.1565,2.301,9.109,7.201875,8.665,0.0,8.002,4.885375,6.37,0.002,12.133000000000001,7.1228750000000005,9.054,0.914,3.8000000000000003,2.02,1.7865,5.125,37.33,27.879,34.692,26.809,111.526,85.0395,102.42099999999999,0.26361111111111113,1.3116319444444444,0.6110633680555556,0.5438368055555556,6.0200000000000005,14.16,9.93875,10.04
06//26,177,-,4.142,8.761000000000001,7.082000000000001,8.48,3.971,9.175,7.305750000000001,8.819500000000001,0.439,8.009,4.908875,6.8195,0.732,12.237,7.30175,9.753,0.752,3.799,2.173,1.701,14.214,36.466,28.365625,35.69800000000001,48.324,107.635,86.82275,105.81700000000001,0.3222222222222222,0.6582986111111111,0.483984375,0.45625000000000004,6.97,12.88,9.52,8.690000000000001
06//27,178,-,7.131,8.77,8.203125,8.598,7.609,9.199,8.464875,8.67,4.229,7.995,6.5752500000000005,7.4704999999999995,6.2490000000000006,12.245000000000001,9.861125000000001,11.088000000000001,0.776,3.057,1.627875,1.1275,29.004,36.321,33.795875,35.341499999999996,88.203,107.24000000000001,98.99487500000001,102.79150000000001,0.4147222222222222,0.9967013888888889,0.6119965277777778,0.5963020833333335,5.65,13.870000000000001,10.227500000000001,10.58
06//28,179,-,3.777,8.774000000000001,7.783875,8.596,3.952,9.172,7.987,8.7385,0.891,7.856,6.328625,7.7755,1.352,11.931000000000001,9.4765,11.724,0.8,3.327,1.45525,0.9665,-6.174,37.18,29.059625,35.05200000000001,44.333,107.93900000000001,92.934125,101.3005,0.3395138888888889,0.8729513888888889,0.5847699652777778,0.5365277777777778,6.0200000000000005,14.16,11.00375,11.379999999999999
06//29,180,-,4.859,8.73,7.5062500000000005,7.968,5.152,9.1,7.783875,8.186,1.282,7.864,5.695625,6.3925,1.562,11.975,8.173,9.055,0.81,3.577,1.810625,1.5510000000000002,-6.206,36.659,27.496375,32.339,60.807,108.67,92.123,96.49600000000001,0.4040625,0.9140972222222222,0.6559722222222223,0.6385069444444444,9.9,16.22,12.81625,12.915
06//30,181,-,5.159,8.823,8.112375,8.73,5.51,9.304,8.40175,8.8475,2.023,7.986,6.6815,7.812,2.224,12.163,9.75175,11.699,0.8240000000000001,3.136,1.430625,0.925,-6.244,37.378,23.36475,34.8475,64.603,109.072,98.7105,103.07900000000001,0.3683680555555556,0.8500694444444444,0.560234375,0.5185416666666667,6.93,15.13,11.08625,10.4
07//01,182,-,4.559,8.874,7.727625,8.038499999999999,4.79,9.161,8.01375,8.397,1.282,7.8100000000000005,5.924875,6.4335,1.566,11.925,8.524000000000001,8.935500000000001,0.896,3.2760000000000002,1.80275,1.4525000000000001,-6.23,35.457,22.29925,31.688000000000002,55.707,108.006,94.62575,98.725,0.2964583333333334,1.0081944444444444,0.5397743055555556,0.4446354166666666,7.18,17.47,11.93375,12.105
07//02,183,-,6.759,8.532,7.921125,8.0805,7.09,8.992,8.251625,8.279,3.395,7.6370000000000005,6.05,6.1635,4.571,11.634,8.660625,8.663,0.882,3.364,1.871,1.7505,-6.213,35.12,27.193375,31.362000000000002,86.503,105.84700000000001,95.94550000000001,95.51050000000001,0.29184027777777777,0.9621180555555555,0.5440190972222222,0.43578125,9.700000000000001,18.59,13.3475,13.79
07//03,184,-,7.195,8.724,8.2235,8.433,7.525,9.369,8.528875,8.6475,4.133,7.892,6.805125,7.1405,5.556,11.731,9.999625,10.716000000000001,0.8320000000000001,3.061,1.41825,1.262,-6.172,37.652,28.431,34.085,91.21900000000001,110.459,100.494,101.821,0.3665277777777778,0.9053819444444444,0.6272439236111111,0.612326388888889,6.08,19.47,12.928749999999999,12.870000000000001
07//04,185,-,7.1530000000000005,8.655,8.33425,8.541,7.591,9.203,8.6575,8.7645,4.4350000000000005,7.811,6.98025,7.4025,5.486,11.934000000000001,10.112,10.6355,0.844,2.718,1.354,1.1615,-6.239,37.614000000000004,29.1975,34.221000000000004,93.777,107.381,101.802875,103.11250000000001,0.3673263888888889,1.0121875,0.6539800347222222,0.6790798611111111,7.68,14.77,12.30125,12.524999999999999
07//05,186,-,6.428,8.924,8.243125000000001,8.506,6.828,9.148,8.546125,8.7235,3.851,8.039,7.0355,7.607,4.822,12.111,10.44725,11.472999999999999,0.787,2.576,1.20725,0.9285,-6.2250000000000005,36.801,27.299875,33.787,81.34400000000001,107.10300000000001,99.38187500000001,101.1435,0.3785763888888889,1.0935763888888888,0.6892144097222223,0.7143055555555555,7.38,16.26,12.255,12.43
07//06,187,-,7.438,8.882,8.38825,8.4525,7.714,9.376,8.685,8.7975,4.649,7.844,7.01675,7.5155,6.867,11.93,10.500625,11.358,0.861,2.789,1.371375,1.0015,-6.205,37.074,27.694875,34.8055,94.822,109.785,100.868875,101.07050000000001,0.45402777777777775,0.8350000000000001,0.6393012152777778,0.6437847222222224,7.0200000000000005,17.080000000000002,11.48,11.155000000000001
07//07,188,-,7.795,8.558,8.31275,8.454,8.156,8.997,8.64725,8.555499999999999,5.751,7.579,7.067125,7.4110000000000005,7.916,11.453,10.37925,11.035,0.922,2.044,1.2453750000000001,1.0465,13.061,35.326,29.591375,33.623000000000005,93.381,103.97500000000001,99.8995,101.148,0.48416666666666663,0.8672916666666667,0.6918142361111111,0.6985937500000001,9.42,16.73,13.12625,13.48
07//08,189,-,3.89,8.649000000000001,7.725625,8.5095,3.749,9.246,8.01275,8.6525,0.203,7.782,6.04525,7.319,0.433,11.843,8.990875,10.748000000000001,0.808,3.6870000000000003,1.6803750000000002,1.2125,11.369,36.332,29.2285,34.484,42.112,107.11,93.215875,102.5535,0.3296527777777778,0.7117013888888889,0.5127256944444445,0.49803819444444447,7.95,17.72,12.77,12.3
07//09,190,-,7.688,8.732,8.316625,8.418,7.987,9.176,8.671875,8.735,5.877,7.781000000000001,7.058625,7.2780000000000005,8.064,11.645,10.342375,10.818000000000001,0.921,2.044,1.258,1.1400000000000001,20.628,35.608000000000004,31.983249999999998,33.7355,87.98,104.693,99.4795,101.62,0.31861111111111107,0.7841319444444445,0.5393012152777777,0.5224131944444446,9.58,16.78,13.41375,13.695
07//10,191,-,7.581,8.71,8.209125,8.256499999999999,7.745,8.909,8.54275,8.712499999999999,5.776,7.501,6.845,7.007,7.918,11.423,10.0935,10.469000000000001,0.982,1.975,1.3645,1.2915,20.317,34.81,31.409875,33.168499999999995,91.64,102.959,97.3755,97.712,0.355625,0.8918402777777779,0.6081944444444445,0.5672743055555556,8.71,16.36,14.29625,15.3
07//11,192,-,4.266,8.581,7.4346250000000005,8.345500000000001,4.275,8.957,7.73425,8.7025,1.697,7.642,5.987625,7.234500000000001,2.049,11.723,8.932125000000001,10.75,0.77,3.1430000000000002,1.447,1.157,-5.8790000000000004,35.4,25.125125,33.803,41.763,104.761,88.388375,99.148,0.1761111111111111,0.8939583333333334,0.5622960069444445,0.5780381944444446,10.99,17.34,14.17375,13.875
07//12,193,-,4.276,8.735,7.345125,8.2035,4.314,9.062,7.603,8.494,1.008,7.8950000000000005,5.689125000000001,6.8180000000000005,2.209,12.145,8.5585,9.846,0.757,3.2680000000000002,1.655875,1.3855,13.451,34.893,27.456,31.6585,50.381,104.804,87.208125,95.40899999999999,0.3463541666666667,0.9043750000000002,0.6217838541666667,0.5747048611111112,10.77,15.75,13.09625,13.129999999999999
07//13,194,-,4.8340000000000005,8.607,7.774,8.067499999999999,5.124,9.231,8.0965,8.366,0.582,7.823,6.017250000000001,6.6775,0.745,12.021,8.94975,9.790500000000002,0.784,4.252,1.756875,1.3855,17.545,36.216,30.18825,33.6805,60.175000000000004,106.133,94.3265,98.37100000000001,0.3846875,0.9308333333333335,0.6225998263888889,0.595625,10.06,20.01,13.03125,12.42
07//14,195,-,7.4510000000000005,8.607,8.235,8.393,7.948,9.054,8.583375,8.599,5.173,7.703,6.77775,7.2669999999999995,7.4590000000000005,11.785,10.14425,10.966000000000001,0.84,2.437,1.457125,1.143,19.281,35.773,31.9015,33.6265,89.074,106.095,98.948875,99.4205,0.3792708333333334,0.806701388888889,0.5239409722222222,0.46428819444444447,8.540000000000001,17.11,12.31625,12.780000000000001
07//15,196,-,7.381,8.604000000000001,8.127,8.182500000000001,7.825,8.966,8.4825,8.624,5.188,7.377,6.572625,6.942500000000001,6.9430000000000005,11.192,9.760125,10.35,0.884,2.622,1.5542500000000001,1.346,27.824,34.686,32.53785714285714,33.358000000000004,88.292,102.04,97.25800000000001,99.5985,0.3932291666666667,0.7854513888888889,0.5634418402777778,0.5315277777777778,10.290000000000001,17.0,13.3725,13.41
07//16,197,-,5.492,8.409,7.089714285714286,6.868,5.828,9.0,7.417428571428572,7.1610000000000005,2.324,7.535,4.751428571428572,4.059,3.186,11.422,6.804285714285714,5.8,0.874,3.507,2.338142857142857,2.791,20.938,34.746,28.20457142857143,26.854,69.718,100.873,85.56242857142857,82.801,0.3962152777777777,0.7784722222222222,0.5546580845141701,0.5176253936122357,10.88,18.28,14.9175,15.025
07//17,198,-,3.134,8.754,6.829625,8.054,3.25,8.9,7.112,8.496,0.269,7.9350000000000005,4.9807500000000005,6.474500000000001,0.465,12.116,7.52475,9.59,0.8200000000000001,3.741,1.848875,1.5790000000000002,8.771,34.550000000000004,26.550875,32.8765,37.509,100.816,80.5485,92.61699999999999,0.13392361111111112,0.951076388888889,0.537443576388889,0.5049305555555555,9.63,17.51,13.5975,14.07
07//18,199,-,1.317,8.602,6.550875,7.8735,1.4020000000000001,9.016,6.82875,8.332,0.0,7.756,4.893125,6.3315,0.001,11.848,7.2551250000000005,9.2365,0.8200000000000001,3.718,1.6575,1.342,-0.685,34.916000000000004,25.436375,32.347,12.871,102.843,77.8695,94.932,0.14708333333333334,0.8502083333333333,0.5690234375000001,0.5859722222222223,12.52,15.6,13.4475,13.405000000000001
07//19,200,-,5.696,8.592,7.800625,8.5045,6.073,9.14,8.13275,8.602,1.87,7.7780000000000005,6.035,7.628,2.3770000000000002,12.07,9.233125,11.6665,0.8130000000000001,3.826,1.7653750000000001,0.917,-6.393,35.057,26.89025,33.7295,73.18,104.884,93.19875,94.7275,0.2575694444444444,0.7985416666666666,0.5494878472222222,0.5325868055555556,10.08,14.280000000000001,12.165,12.309999999999999
07//20,201,-,5.92,8.507,7.78525,7.922499999999999,6.047,9.064,8.16175,8.3905,1.92,7.666,6.175625,6.5845,2.729,11.854000000000001,9.1645,9.8235,0.734,4.0,1.6095,1.231,-6.373,34.582,27.981,33.2225,76.246,102.916,94.1695,95.2985,0.25420138888888894,1.0001041666666668,0.6233376736111111,0.5765451388888889,8.68,15.08,11.6425,11.215
07//21,202,-,5.548,8.441,7.736875,8.134,5.638,9.039,8.113,8.476500000000001,2.366,7.492,6.176125,6.996,2.991,11.501,9.284375,10.526,0.8270000000000001,3.1830000000000003,1.5605,1.1375,-6.378,35.824,27.2065,32.7445,68.545,104.674,94.293875,97.31049999999999,0.3899652777777778,0.7679861111111111,0.5679036458333334,0.5447222222222223,8.77,16.36,12.82,13.225000000000001
07//22,203,-,5.843,8.508000000000001,7.8465,8.139,6.0200000000000005,8.88,8.244,8.576,4.087,7.622,6.67025,7.1245,5.468,11.771,9.986375,10.807500000000001,0.849,2.074,1.175875,0.981,-6.3420000000000005,35.355000000000004,23.63125,33.29,71.05,102.685,95.614,100.05449999999999,0.27222222222222225,0.6744097222222223,0.5380685763888889,0.5888541666666667,11.27,15.09,13.83,14.025
07//23,204,-,4.557,8.201,7.4990000000000006,8.0335,4.676,8.803,7.87875,8.547,1.67,7.3100000000000005,5.9651250000000005,7.011,2.166,11.219,8.92575,10.496500000000001,0.852,3.369,1.534,0.9495,-6.3740000000000006,34.579,22.892,32.923,52.938,101.95,91.88375,99.7995,0.3447222222222222,0.9497222222222226,0.6451519097222222,0.6523784722222222,10.21,16.53,13.4375,13.530000000000001
07//24,205,-,6.498,8.516,7.96575,8.133,6.602,8.949,8.393875,8.6355,2.585,7.688,6.6355,7.2170000000000005,3.386,11.801,9.98375,10.9375,0.8280000000000001,3.9130000000000003,1.33,0.9505,-6.372,35.263,22.6605,32.769,73.819,104.998,97.27025,99.89000000000001,0.3475,0.8569444444444445,0.5819097222222223,0.5680034722222221,7.88,20.04,13.35,13.82
07//25,206,-,7.239,8.489,7.907875000000001,7.9985,7.7700000000000005,8.762,8.351875,8.4235,4.845,7.737,6.603375,6.862500000000001,6.926,11.979000000000001,9.843875,10.4,0.752,2.52,1.3045,1.121,-6.013,35.078,27.4555,32.349,89.288,102.988,96.955,97.29150000000001,0.36204861111111114,0.7918402777777778,0.5454210069444445,0.5256076388888888,8.91,17.26,13.16375,13.665000000000001
07//26,207,-,4.365,8.304,7.563625,7.987500000000001,4.58,8.69,7.96125,8.468,3.224,7.5200000000000005,6.377,6.819,5.006,11.617,9.645,10.309000000000001,0.784,1.822,1.186625,1.127,-6.184,34.405,23.190625,32.7065,53.061,101.926,91.80625,97.5085,0.3753472222222223,0.8668749999999998,0.5499826388888889,0.47484375000000006,10.41,16.78,13.83125,14.344999999999999
07//27,208,-,6.167,8.162,7.5142500000000005,7.9075,6.17,8.703,7.8785,8.219999999999999,2.068,7.0760000000000005,5.760625,6.7095,3.6310000000000002,10.873000000000001,8.843,10.137,1.044,4.099,1.753125,1.2225000000000001,-5.956,34.529,22.89025,32.119,63.912,101.552,90.55487500000001,93.6165,0.30809027777777775,0.8829166666666667,0.48491753472222227,0.4490104166666667,10.07,16.48,13.66875,14.24
07//28,209,-,6.941,8.455,7.7705,7.8955,7.438,8.638,8.230125000000001,8.343,5.356,7.479,6.536125,6.697,7.474,11.35,9.779125,10.013,0.977,1.584,1.234,1.1800000000000002,28.241,33.843,31.822375,32.475500000000004,86.002,102.453,94.07825,94.13550000000001,0.32881944444444444,0.7738541666666667,0.5247482638888888,0.5293229166666666,10.200000000000001,18.47,13.8125,14.085
07//29,210,-,6.9190000000000005,7.949,7.569,7.741,7.167,8.705,8.051625,8.111,4.521,6.856,6.078375,6.3865,5.947,10.461,8.92475,9.482,1.032,2.434,1.49025,1.3815,27.42,33.865,31.268875,31.716500000000003,84.97200000000001,103.679,94.591375,96.1035,0.3190625,0.7903125000000001,0.5489453125,0.5431597222222222,10.370000000000001,18.96,13.895,12.760000000000002
07//30,211,-,5.481,7.921,7.087875,7.5385,5.636,8.662,7.55175,8.1065,1.95,6.845,5.25125,5.9445,2.5020000000000002,10.517,7.79975,8.815000000000001,1.014,3.947,1.83675,1.7149999999999999,20.216,33.64,28.78475,31.276,65.816,98.011,87.93125,95.29849999999999,0.36829861111111106,0.7186111111111112,0.554787326388889,0.5845138888888889,11.19,18.19,13.62625,13.280000000000001
07//31,212,-,4.4430000000000005,8.087,7.211875,7.852,4.44,8.848,7.665875,8.321,0.6920000000000001,7.141,5.53375,6.7125,0.8210000000000001,11.124,8.332625,10.164,0.92,3.751,1.67825,1.1400000000000001,13.451,34.216,28.70214285714286,32.215,49.123,102.541,88.913875,96.5775,0.32920138888888895,0.8107291666666667,0.5060416666666667,0.4653819444444444,9.44,18.44,13.38875,12.9
08//01,213,-,4.558,7.994,6.944625,6.994,4.545,8.685,7.399125,7.4885,0.761,7.081,4.935625,4.7885,1.018,11.008000000000001,7.4055,6.9355,0.914,3.7960000000000003,2.00875,2.032,15.128,33.78,27.882375,28.049500000000002,50.629,100.617,85.974875,88.41149999999999,0.2068402777777778,1.0276041666666669,0.5316927083333334,0.5377430555555556,9.57,18.39,13.23375,12.55
08//02,214,-,6.005,7.963,7.463,7.772,6.561,8.75,7.984375,8.2335,3.454,7.0440000000000005,5.976,6.678,4.545,10.911,8.932625,10.017,0.919,2.7680000000000002,1.487125,1.089,24.902,33.589,30.964000000000002,32.3875,77.19200000000001,98.85000000000001,92.168125,96.268,0.38989583333333333,0.8196527777777778,0.6024175347222223,0.5992708333333333,8.290000000000001,19.13,13.395,12.715
08//03,215,-,5.017,8.036,7.4190000000000005,7.7605,5.228,8.825000000000001,7.968375,8.3325,1.889,7.2410000000000005,6.062875,6.548500000000001,2.322,11.259,9.081375000000001,9.73,0.795,3.128,1.356,1.126,17.689,33.854,30.765125,32.305,59.262,103.029,92.23887500000001,96.935,0.36538194444444444,0.7695486111111111,0.5205425347222222,0.4517881944444444,10.17,16.38,13.135,12.48
08//04,216,-,6.075,7.899,7.4995,7.6885,6.295,8.612,8.0595,8.402000000000001,2.498,7.088,6.045625,6.5415,3.616,11.038,9.163,9.918,0.811,3.577,1.453875,1.147,23.41,34.154,31.2175,32.230500000000006,69.22200000000001,102.867,93.08562500000001,96.01650000000001,0.36548611111111107,0.7756250000000001,0.5348914930555556,0.4715972222222222,10.18,16.240000000000002,12.88875,12.915
08//05,217,-,5.626,7.8500000000000005,7.056375,7.1865000000000006,5.899,8.476,7.621,7.7195,2.181,6.702,5.303375,5.4645,2.924,10.429,7.805375000000001,7.9830000000000005,1.061,3.4450000000000003,1.75275,1.552,21.693,34.186,29.0825,29.137999999999998,63.983000000000004,103.379,87.94825,89.974,0.32479166666666665,0.729513888888889,0.5215190972222222,0.5189236111111111,10.69,18.09,13.4375,12.75
08//06,218,-,4.881,7.808,6.81975,7.2805,5.227,8.377,7.35025,7.7575,0.867,6.644,4.84875,5.553,1.206,10.106,7.132875,8.5465,1.034,4.014,1.97075,1.7275,18.379,32.394,27.124375,30.4535,51.311,96.568,82.440125,89.85300000000001,0.34996527777777775,0.6756597222222221,0.5199696180555555,0.525329861111111,10.68,18.62,13.35,13.155000000000001
08//07,219,-,3.718,7.808,6.47775,7.372,3.967,8.658,7.033125,8.0265,0.316,6.884,4.738125,6.255000000000001,0.512,10.738,7.0235,9.1405,0.924,3.402,1.7397500000000001,1.252,-6.019,33.059,21.0115,24.4835,47.034,98.444,79.610625,90.7295,0.31638888888888883,0.8727430555555556,0.5718142361111112,0.5555381944444444,9.72,17.29,13.44875,13.555
08//08,220,-,3.943,7.7090000000000005,6.675375,7.4254999999999995,4.271,8.56,7.248375,8.1345,0.933,6.892,5.007375,5.939500000000001,1.5130000000000001,10.831,7.60925,8.9925,0.8170000000000001,3.423,1.668,1.4860000000000002,12.215,33.145,26.669875,31.241500000000002,47.021,100.685,84.054,93.801,0.3464583333333333,0.8128124999999999,0.4928428819444445,0.4647569444444445,8.19,16.080000000000002,12.58625,12.934999999999999
08//09,221,-,4.748,7.7540000000000004,7.0363750000000005,7.474500000000001,4.647,8.857,7.667125,8.1795,1.425,6.954,5.478125,6.3795,2.551,10.711,8.354000000000001,9.964,0.799,3.322,1.558,1.0950000000000002,-6.17,33.478,23.2255,31.5345,51.81,100.04,89.115375,96.876,0.4166319444444444,0.6787500000000001,0.5205425347222222,0.49767361111111114,9.26,12.92,11.54125,11.825
08//10,222,-,4.149,7.768,6.433,7.1655,4.359,8.620000000000001,6.945375,7.9245,0.316,6.914,4.387625,5.369,0.761,10.867,7.00225,8.594999999999999,0.839,3.833,2.045,1.7965,-6.159,33.52,16.734,17.1595,50.039,101.802,80.15650000000001,90.26150000000001,0.2996875,0.5380208333333333,0.42319010416666664,0.4334548611111111,8.8,13.870000000000001,11.24625,11.115
08//11,223,-,5.11,7.665,7.195625,7.4775,5.422,8.697000000000001,7.909000000000001,8.2725,2.677,6.863,6.0047500000000005,6.542,3.3000000000000003,10.857000000000001,9.231,10.072,0.732,2.433,1.191,0.9730000000000001,-6.1610000000000005,33.165,21.011875,31.634500000000003,61.47,102.492,92.207875,95.55600000000001,0.354375,0.7843055555555556,0.5443532986111111,0.5123611111111112,9.4,17.330000000000002,11.48875,10.46
08//12,224,-,4.803,7.599,7.0295000000000005,7.416,5.061,8.389,7.718625,8.2365,2.904,6.86,5.745,6.4585,4.535,10.901,8.96925,10.072000000000001,0.705,2.39,1.28475,0.958,-6.1240000000000006,33.531,20.689,31.0255,59.879,101.95400000000001,90.312125,95.685,0.16975694444444445,0.8293055555555555,0.4705946180555556,0.4545659722222223,10.03,14.26,11.8125,11.58
08//13,225,-,4.602,7.613,7.07475,7.433,4.796,8.558,7.799375,8.236,1.855,6.828,5.78725,6.268000000000001,2.703,10.829,8.8995,9.487,0.785,2.748,1.2875,1.165,-6.065,34.203,20.929750000000002,31.2525,54.239000000000004,102.534,90.369,94.5505,0.2689930555555555,0.7424652777777777,0.49125868055555555,0.4751041666666666,9.74,14.370000000000001,12.690000000000001,12.945
08//14,226,-,5.773,7.6290000000000004,7.0545,7.3405000000000005,6.258,8.553,7.80775,8.1065,3.035,6.839,5.536875,6.238,4.083,10.896,8.46925,9.6455,0.79,2.738,1.51775,1.179,-6.125,34.023,21.112750000000002,28.913,69.931,102.07900000000001,89.991375,93.86500000000001,0.25503472222222223,0.7940972222222223,0.4734939236111111,0.42515625,11.11,15.46,13.0725,12.945
08//15,227,-,5.53,7.526,6.9592857142857145,7.001,6.138,8.602,7.751142857142858,7.829,3.391,6.625,5.562857142857143,5.69,5.657,10.573,8.73557142857143,8.486,0.835,2.1390000000000002,1.3964285714285716,1.137,-6.099,33.679,19.515714285714285,29.922,66.57900000000001,101.568,88.62957142857144,91.738,0.20739583333333333,0.8959340659340664,0.44920964018620274,0.4317881944444444,7.83,16.62,13.133750000000001,13.315000000000001
08//16,228,-,6.267,7.5,7.0058750000000005,7.221,3.604,8.543000000000001,7.3745,7.961500000000001,3.552,6.621,5.5912500000000005,5.872,5.257,10.609,8.727125000000001,9.299,0.855,2.715,1.41475,1.2125,-6.049,33.476,21.778125,30.2085,77.775,100.782,89.664,88.9165,0.1525,0.7490625000000001,0.4239670138888889,0.4045833333333334,8.31,16.84,13.252500000000001,14.425
