Time_Zone_(+East):,-8.,Sample Method:,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,-,-,-,-,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,5,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,m/s,m/s,m/s,m/s,C,C,C,C
Years:,2007-2014,Column Notes:,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MM/YY,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
12//16,350,-,0.578,2.314,1.5791666666666666,1.832,0.5720000000000001,3.85,2.3465000000000003,2.668,0.001,1.958,0.9035,0.895,0.029,6.038,2.701,2.7165,0.355,1.22,0.6756666666666666,0.616,-6.104,13.591000000000001,3.8625000000000003,5.5505,0.0,46.667,27.184166666666666,33.329499999999996,0.011041666666666667,3.0142458100558676,0.6697218659986989,0.15814766081871343,-7.0600000000000005,6.97,-1.32,-2.71
12//17,351,-,0.667,2.335,1.4121428571428571,1.097,0.664,3.996,2.017,1.222,0.003,2.0020000000000002,0.7594285714285715,0.11900000000000001,0.008,6.242,2.2231428571428573,0.323,0.332,0.978,0.6525714285714286,0.664,-5.815,12.869,2.769285714285714,-0.515,6.109,47.817,24.089,14.882,0.07923611111111112,1.9513194444444442,0.8463802083333333,0.8475868055555555,-7.57,5.69,-0.9687499999999999,-0.745
12//18,352,-,1.104,2.221,1.5650000000000002,1.5535,1.25,3.606,2.0835,1.915,0.1,1.599,0.5525,0.4185,0.42,4.674,1.575125,1.217,0.622,1.18,1.01275,1.0555,-5.235,6.863,1.2902500000000001,1.226,11.675,34.888,21.8915,21.3315,0.07135416666666666,1.792638888888889,0.5605859375,0.27046875,-8.63,4.22,-0.55,0.21999999999999997
12//19,353,-,0.511,2.347,1.2585,1.0735000000000001,0.501,3.7640000000000002,1.6375,1.345,0.0,1.828,0.450375,0.24500000000000002,0.007,5.336,1.39625,0.8980000000000001,0.511,1.23,0.807875,0.8145,-4.494,13.434000000000001,0.5355000000000001,-1.6215000000000002,4.135,45.859,16.815375,11.134,0.04979166666666667,1.5587499999999999,0.3573003472222222,0.1934722222222222,-3.5100000000000002,5.12,0.08749999999999994,-0.65
12//20,354,-,0.266,2.257,1.327375,1.42,0.255,3.805,1.7425000000000002,1.6105,0.0,1.852,0.459,0.14300000000000002,0.001,5.812,1.41025,0.455,0.265,1.336,0.868375,0.9485,-6.063,9.758000000000001,0.3231250000000001,0.9105000000000001,0.0,46.61,18.226625,18.284,0.06506944444444446,2.343090277777778,0.8916015625,0.5747222222222222,-4.83,6.41,-0.05125,-1.205
12//21,355,-,0.46900000000000003,2.811,1.3685,1.319,0.445,4.1690000000000005,1.806875,1.7295,0.0,1.688,0.47875,0.35450000000000004,0.0,5.022,1.493,1.099,0.46900000000000003,1.1440000000000001,0.89,0.8625,-5.9910000000000005,12.418000000000001,1.265875,1.8330000000000002,0.006,54.116,20.00325,21.807000000000002,0.06128472222222222,2.2886111111111114,0.7804861111111111,0.33848958333333334,-3.44,10.25,1.26125,0.29
12//22,356,-,0.546,2.382,1.36325,1.2635,0.538,4.167,1.869875,1.4565000000000001,0.0,1.93,0.558625,0.1695,0.0,5.995,1.6495,0.45399999999999996,0.452,1.135,0.804875,0.8130000000000001,-4.4430000000000005,11.173,2.117625,1.0594999999999999,4.174,49.620000000000005,21.8685,17.484,0.10270833333333335,2.991006944444445,0.7345616319444445,0.18600694444444443,-4.21,9.76,0.49124999999999996,0.33499999999999996
12//23,357,-,0.9510000000000001,2.365,1.697625,1.752,1.042,3.811,2.42325,2.2575000000000003,0.004,1.845,0.8595,0.662,0.013000000000000001,5.804,2.544625,1.975,0.424,1.1480000000000001,0.838375,0.883,-1.286,12.294,5.163875,5.009,12.231,49.823,30.132125000000002,29.0405,0.05076388888888889,2.057951388888889,0.4500260416666667,0.1401736111111111,-5.2700000000000005,5.44,-0.23750000000000002,-0.37
12//24,358,-,0.269,2.226,1.62975,1.9515,0.26,3.7070000000000003,2.4358750000000002,3.0035,0.002,1.739,0.92675,1.075,0.011,4.953,2.7178750000000003,3.2145,0.267,1.113,0.70275,0.7030000000000001,-5.511,11.608,4.74125,7.1465,0.653,43.822,29.795,37.159000000000006,0.051493055555555556,3.953715277777778,0.8945399305555556,0.4944618055555555,-4.96,8.540000000000001,-0.06874999999999984,-1.02
12//25,359,-,0.9380000000000001,2.363,1.456875,1.3399999999999999,0.982,3.609,1.981375,1.8545,0.03,1.649,0.569375,0.435,0.079,5.1450000000000005,1.785625,1.4095,0.6970000000000001,1.1480000000000001,0.8875000000000001,0.88,-1.566,11.03,3.049375,2.593,10.381,46.234,23.9865,20.0595,0.07354166666666667,2.5365277777777777,0.4851953125,0.19857638888888884,-6.2700000000000005,2.93,-1.33125,-1.215
12//26,360,-,0.739,2.348,1.4735,1.5470000000000002,0.781,3.946,2.0165,1.991,0.001,2.001,0.64225,0.498,0.01,6.206,1.92575,1.4035,0.34700000000000003,1.127,0.83125,0.831,-5.166,13.693,2.1378749999999997,0.33599999999999985,2.099,47.313,20.54,16.988,0.0748263888888889,2.6729166666666666,0.616171875,0.29279513888888886,-6.94,2.49,-1.79,-1.575
12//27,361,-,0.588,1.423,1.08175,1.1755,0.535,1.799,1.276125,1.3825,0.0,0.39,0.15375,0.1085,0.008,1.1420000000000001,0.47837500000000005,0.2975,0.588,1.2570000000000001,0.927875,0.9890000000000001,-4.553,3.285,-0.24587499999999998,0.22099999999999997,3.644,22.279,14.230125,15.654,0.028715277777777777,1.6784722222222221,0.3925737847222222,0.1279340277777778,-5.5200000000000005,1.97,-1.1287500000000001,-0.5900000000000001
12//28,362,-,0.364,2.2800000000000002,1.38025,1.2894999999999999,0.358,3.617,1.857625,1.516,0.0,1.5110000000000001,0.531625,0.3245,0.0,4.597,1.5718750000000001,0.8905,0.364,1.097,0.848625,0.8785000000000001,-5.414,10.557,2.2651250000000003,0.6055000000000001,1.473,47.922000000000004,22.444875,18.514499999999998,0.029236111111111112,1.5063541666666667,0.2953732638888889,0.10949652777777777,-7.01,3.96,-0.06874999999999998,0.33999999999999997
12//29,363,-,0.431,1.7670000000000001,0.878375,0.8305,0.453,2.649,1.040375,0.8725,0.0,0.747,0.136125,0.025500000000000002,0.001,2.468,0.422875,0.075,0.431,1.0190000000000001,0.742125,0.805,-4.93,7.641,-1.57275,-2.4105,2.892,31.754,10.768125000000001,8.625,0.025833333333333333,0.9365624999999999,0.4305598958333333,0.39064236111111117,-7.12,7.5200000000000005,-0.505,-1.3900000000000001
12//30,364,-,1.042,2.52,1.66375,1.5155,0.995,4.178,2.28425,1.9729999999999999,0.014,2.177,0.7266250000000001,0.4935,0.058,6.753,2.154,1.4575,0.343,1.305,0.9369999999999999,0.9415,-2.443,14.867,4.7095,3.9290000000000003,8.415000000000001,51.408,27.79075,25.3075,0.01715277777777778,1.336875,0.45828993055555556,0.28560763888888885,-4.91,3.46,-1.225,-0.7050000000000001
12//31,365,-,0.843,2.491,1.9895,2.0585,1.049,4.0,3.013625,3.058,0.167,2.085,1.286625,1.2035,0.543,6.218,3.82375,3.398,0.403,0.968,0.702875,0.7515000000000001,-1.179,14.213000000000001,8.542125,9.121,12.163,53.43,38.557125,39.163,0.10579861111111111,2.7771875,0.9598220486111111,0.4249826388888889,-7.94,0.36,-3.6625,-3.185
